timestamp_s,Aceleracion_modelada
0.0,-8.900268705673087
0.009999999999999787,-7.820023125732137
0.019999999999999574,-6.7053204785813545
0.02999999999999936,-6.2896226193807765
0.03999999999999915,-5.580212877673906
0.049999999999998934,-5.427957011693795
0.05999999999999872,-5.044639327348103
0.06999999999999851,-4.704257496582104
0.0799999999999983,-4.479293958192706
0.08999999999999808,-4.641154307615584
0.09999999999999787,-5.174141833455064
0.10999999999999766,-5.28567628907553
0.11999999999999744,-6.53613330582536
0.12999999999999723,-7.210677886373394
0.13999999999999702,-8.121763537406382
0.1499999999999968,-8.819241228960928
0.1599999999999966,-8.884608172289424
0.16999999999999638,-8.397514803655392
0.17999999999999616,-8.26347584611774
0.18999999999999595,-8.866623016853977
0.19999999999999574,-8.227120574869335
0.20999999999999552,-8.568171405433816
0.2199999999999953,-8.714565575356483
0.2299999999999951,-8.55703369838685
0.23999999999999488,-8.626140843925562
0.24999999999999467,-8.456359669902373
0.25999999999999446,-8.73147207486596
0.26999999999999424,-8.861663104888349
0.27999999999999403,-8.348010489622155
0.2899999999999938,-8.738622864986713
0.2999999999999936,-9.06949616943518
0.3099999999999934,-8.490803468359376
0.3199999999999932,-8.46822320618888
0.32999999999999297,-8.84870717880325
0.33999999999999275,-9.086666052550644
0.34999999999999254,-8.578543178919851
0.3599999999999923,-9.400722167107672
0.3699999999999921,-8.687756719944064
0.3799999999999919,-8.579763310049819
0.3899999999999917,-8.62892762920803
0.3999999999999915,-8.81637034429931
0.40999999999999126,-8.384016950082684
0.41999999999999105,-8.746270630019566
0.42999999999999083,-8.722006602028015
0.4399999999999906,-8.16449562834266
0.4499999999999904,-7.636729357084802
0.4599999999999902,-6.554885848533438
0.46999999999999,-5.861840534933331
0.47999999999998977,-5.076457579122483
0.48999999999998956,-4.779007931842611
0.49999999999998934,-4.756665325823046
0.5099999999999891,-4.738358718564213
0.5199999999999889,-4.824599715218792
0.5299999999999887,-5.178815633660033
0.5399999999999885,-5.282640191491234
0.5499999999999883,-5.861051701640785
0.5599999999999881,-6.926304238959109
0.5699999999999878,-7.713284429467269
0.5799999999999876,-8.230524327121632
0.5899999999999874,-8.888188173593887
0.5999999999999872,-8.871316006953782
0.609999999999987,-8.319076384697166
0.6199999999999868,-8.977646611532316
0.6299999999999866,-8.416871778461829
0.6399999999999864,-8.44089274955006
0.6499999999999861,-8.644757210309686
0.6599999999999859,-8.407450982111973
0.6699999999999857,-8.688141893069794
0.6799999999999855,-8.462611334491376
0.6899999999999853,-8.664231303124089
0.6999999999999851,-8.760563434475182
0.7099999999999849,-8.588070421461786
