Aceleracion_Zx10;Aceleración_Z
9662998;9,662998
4726154;4,726154
1106121;1,106121
9785102;9,785102
9308656;9,308656
100772;0,100772
1083137;1,083137
118082;0,118082
1247619;1,247619
1126951;1,126951
1031422;1,031422
1212424;1,212424
1138204;1,138204
113126;0,113126
1106361;1,106361
1099896;1,099896
1076433;1,076433
108601;0,108601
1093911;1,093911
1088404;1,088404
1108276;1,108276
1034056;1,034056
2528277;2,528277
8884883;8,884883
9564836;9,564836
1047703;1,047703
9694122;9,694122
9689334;9,689334
8190564;8,190564
1199735;1,199735
8015787;8,015787
8755595;8,755595
9691729;9,691729
9591172;9,591172
9718064;9,718064
9749189;9,749189
9710882;9,710882
9449914;9,449914
9466674;9,466674
928232;0,928232
9330204;9,330204
1202847;1,202847
1254801;1,254801
1324472;1,324472
1246182;1,246182
1178187;1,178187
1111628;1,111628
1101572;1,101572
1108515;1,108515
1095108;1,095108
1074997;1,074997
109008;0,109008
1078827;1,078827
1010114;1,010114
-9552865;-9,552865
9409213;9,409213
1129824;1,129824
940203;0,940203
1001255;1,001255
7797915;7,797915
7824251;7,824251
1096784;1,096784
8327033;8,327033
111474;0,111474
9193734;9,193734
9598354;9,598354
9516952;9,516952
9576807;9,576807
9701305;9,701305
9526528;9,526528
9437943;9,437943
9330204;9,330204
9258378;9,258378
9234436;9,234436
9323022;9,323022
9277532;9,277532
932781;0,932781
9097966;9,097966
8913613;8,913613
9397242;9,397242
1428141;1,428141
9533711;9,533711
-5267244;-5,267244
1543542;1,543542
9725247;9,725247
926556;0,926556
902614;0,902614
1788229;1,788229
1053209;1,053209
1169567;1,169567
1254083;1,254083
1314896;1,314896
9593566;9,593566
1238999;1,238999
1096544;1,096544
1120486;1,120486
1068772;1,068772
1071166;1,071166
1097741;1,097741
1082419;1,082419
1073799;1,073799
943076;0,943076
952174;0,952174
1066138;1,066138
1000776;1,000776
9011775;9,011775
9880871;9,880871
9217676;9,217676
8391677;8,391677
1134852;1,134852
1405396;1,405396
8870518;8,870518
9935937;9,935937
9361329;9,361329
9619903;9,619903
9313444;9,313444
9947908;9,947908
9277532;9,277532
9449914;9,449914
9172187;9,172187
9143456;9,143456
9308656;9,308656
9385271;9,385271
9473856;9,473856
9083601;9,083601
9425972;9,425972
9409213;9,409213
9318233;9,318233
7132327;7,132327
1824142;1,824142
-8147469;-8,147469
1049139;1,049139
8899248;8,899248
9167398;9,167398
1063983;1,063983
8927979;8,927979
113964;0,113964
1201889;1,201889
129239;0,129239
1198298;1,198298
1274433;1,274433
9507375;9,507375
1037647;1,037647
8980651;8,980651
9722853;9,722853
9466674;9,466674
9466674;9,466674
9397242;9,397242
9392453;9,392453
9289502;9,289502
9344569;9,344569
9433155;9,433155
9387665;9,387665
9272743;9,272743
9454702;9,454702
90429;0,090429
9461885;9,461885
928232;0,928232
8927979;8,927979
1786314;1,786314
-7448361;-7,448361
9854534;9,854534
9488221;9,488221
9562442;9,562442
9504981;9,504981
-4958392;-4,958392
1026394;1,026394
1154005;1,154005
1228944;1,228944
132567;0,132567
1289038;1,289038
1221282;1,221282
1114501;1,114501
1098939;1,098939
1076433;1,076433
1084095;1,084095
1108994;1,108994
1082898;1,082898
1049139;1,049139
1024958;1,024958
1472913;1,472913
7951144;7,951144
1480095;1,480095
8695741;8,695741
1016578;1,016578
7539341;7,539341
8032547;8,032547
1107079;1,107079
7601591;7,601591
1025197;1,025197
1039802;1,039802
1023521;1,023521
968694;0,968694
9366117;9,366117
9524135;9,524135
9500193;9,500193
9370906;9,370906
9215282;9,215282
9346964;9,346964
9291897;9,291897
9497798;9,497798
9526528;9,526528
9102755;9,102755
8983045;8,983045
956723;0,956723
9215282;9,215282
9332599;9,332599
2047042;2,047042
1942655;1,942655
-2006341;-2,006341
8279149;8,279149
9303867;9,303867
940203;0,940203
1184412;1,184412
1008198;1,008198
1142034;1,142034
1163103;1,163103
1206678;1,206678
1214579;1,214579
1140119;1,140119
178368;0,178368
1175792;1,175792
108194;0,108194
104483;0,104483
1062547;1,062547
103238;0,103238
1085292;1,085292
1091756;1,091756
9950302;9,950302
1477222;1,477222
781228;0,781228
913388;0,913388
1237084;1,237084
8760384;8,760384
1162624;1,162624
949301;0,949301
7841011;7,841011
6330269;6,330269
1006522;1,006522
7807492;7,807492
1019212;1,019212
