Índice,Aceleracion_Z,Comentario
928,-7.831434,50 compresiones
929,-7.637504,50 compresiones
930,-7.678205,50 compresiones
931,-7.280767,50 compresiones
932,-7.374141,50 compresiones
933,-2.674323,50 compresiones
934,-8.061277,50 compresiones
935,-6.794744,50 compresiones
936,-7.649475,50 compresiones
937,-7.651869,50 compresiones
938,-7.599196,50 compresiones
939,-7.958326,50 compresiones
940,-7.615956,50 compresiones
941,-7.216124,50 compresiones
942,-6.675035,50 compresiones
943,-6.639122,50 compresiones
944,-6.629545,50 compresiones
945,-6.409278,50 compresiones
946,-6.500257,50 compresiones
947,-6.337452,50 compresiones
948,-6.766014,50 compresiones
949,-7.163452,50 compresiones
950,-7.376535,50 compresiones
951,-10.69011,50 compresiones
952,-12.88559,50 compresiones
953,-11.59033,50 compresiones
954,-12.84968,50 compresiones
955,-14.6573,50 compresiones
956,-11.99256,50 compresiones
957,-14.37,50 compresiones
958,-11.61427,50 compresiones
959,-10.53449,50 compresiones
960,-10.91038,50 compresiones
961,-11.75074,50 compresiones
962,-11.02291,50 compresiones
963,-8.779537,50 compresiones
964,-12.64139,50 compresiones
965,-10.10593,50 compresiones
966,-8.863335,50 compresiones
967,-9.31105,50 compresiones
968,-9.181764,50 compresiones
969,-8.06846,50 compresiones
970,-9.49301,50 compresiones
971,-7.685388,50 compresiones
972,-6.991069,50 compresiones
973,-7.232883,50 compresiones
974,-8.422802,50 compresiones
975,-5.133168,50 compresiones
976,-7.963115,50 compresiones
977,-5.509058,50 compresiones
978,-8.226477,50 compresiones
979,-7.908048,50 compresiones
980,-8.056489,50 compresiones
981,-7.845799,50 compresiones
982,-7.920019,50 compresiones
983,-7.331046,50 compresiones
984,-7.40766,50 compresiones
985,-7.697359,50 compresiones
986,-6.979098,50 compresiones
987,-9.904813,50 compresiones
988,-11.00136,50 compresiones
989,-10.91277,50 compresiones
990,-8.418014,50 compresiones
991,-9.368511,50 compresiones
992,-10.56082,50 compresiones
993,-8.626308,50 compresiones
994,-9.940725,50 compresiones
995,-8.315063,50 compresiones
996,-7.460332,50 compresiones
997,-7.759608,50 compresiones
998,-6.742072,50 compresiones
999,-8.178593,50 compresiones
1000,-6.995857,50 compresiones
1001,-9.208099,50 compresiones
1002,-6.806715,50 compresiones
1003,-8.020576,50 compresiones
1004,-7.467515,50 compresiones
1005,-8.090008,50 compresiones
1006,-7.493851,50 compresiones
1007,-7.716512,50 compresiones
1008,-7.180211,50 compresiones
1009,-7.742848,50 compresiones
1010,-6.780379,50 compresiones
1011,-6.58166,50 compresiones
1012,-6.524199,50 compresiones
1013,-6.363788,50 compresiones
1014,-5.884948,50 compresiones
1015,-7.335834,50 compresiones
1016,-10.95347,50 compresiones
1017,-12.44027,50 compresiones
1018,-11.68849,50 compresiones
1019,-13.1298,50 compresiones
1020,-12.10269,50 compresiones
1021,-12.21761,50 compresiones
1022,-13.90792,50 compresiones
1023,-12.82334,50 compresiones
1024,-12.36366,50 compresiones
1025,-11.70525,50 compresiones
1026,-10.65899,50 compresiones
1027,-10.64701,50 compresiones
1028,-9.397242,50 compresiones
1029,-11.11628,50 compresiones
1030,-9.184157,50 compresiones
1031,-9.849746,50 compresiones
1032,-9.157822,50 compresiones
1033,-9.423578,50 compresiones
1034,-8.391677,50 compresiones
1035,-9.315839,50 compresiones
1036,-7.924808,50 compresiones
1037,-7.594408,50 compresiones
1038,-8.329428,50 compresiones
1039,-5.485116,50 compresiones
1040,-6.351817,50 compresiones
1041,-6.256049,50 compresiones
1042,-8.360553,50 compresiones
1043,-7.323863,50 compresiones
1044,-7.843405,50 compresiones
1045,-8.056489,50 compresiones
1046,-7.632715,50 compresiones
1047,-7.809886,50 compresiones
1048,-7.565677,50 compresiones
1049,-7.249643,50 compresiones
1050,-9.481039,50 compresiones
1051,-8.961497,50 compresiones
1052,-8.841787,50 compresiones
1053,-9.184157,50 compresiones
1054,-8.008605,50 compresiones
1055,-7.060501,50 compresiones
1056,-6.289568,50 compresiones
1057,-9.306262,50 compresiones
1058,-5.351041,50 compresiones
1059,-5.980716,50 compresiones
1060,-6.722919,50 compresiones
1061,-8.322245,50 compresiones
1062,-7.469909,50 compresiones
1063,-7.874529,50 compresiones
1064,-7.285556,50 compresiones
1065,-7.85777,50 compresiones
1066,-7.182605,50 compresiones
1067,-7.309498,50 compresiones
1068,-5.564125,50 compresiones
1069,-6.28478,50 compresiones
1070,-6.64391,50 compresiones
1071,-7.733272,50 compresiones
1072,-5.71496,50 compresiones
1073,-4.589684,50 compresiones
1074,-9.318233,50 compresiones
1075,-12.48097,50 compresiones
1076,-11.9327,50 compresiones
1077,-13.48414,50 compresiones
1078,-12.10269,50 compresiones
1079,-11.83215,50 compresiones
1080,-13.75229,50 compresiones
1081,-12.27268,50 compresiones
1082,-12.04523,50 compresiones
1083,-11.6047,50 compresiones
1084,-11.12586,50 compresiones
1085,-10.22564,50 compresiones
1086,-9.452309,50 compresiones
1087,-9.279925,50 compresiones
1088,-11.50414,50 compresiones
1089,-9.138668,50 compresiones
1090,-9.622296,50 compresiones
1091,-9.502586,50 compresiones
1092,-9.07163,50 compresiones
1093,-9.126697,50 compresiones
1094,-8.772355,50 compresiones
1095,-8.037335,50 compresiones
1096,-7.726089,50 compresiones
1097,-8.219295,50 compresiones
1098,-4.989516,50 compresiones
1099,-7.086837,50 compresiones
1100,-7.927202,50 compresiones
1101,-7.402872,50 compresiones
1102,-8.087613,50 compresiones
1103,-7.721301,50 compresiones
1104,-8.037335,50 compresiones
1105,-9.248801,50 compresiones
1106,-9.205706,50 compresiones
1107,-9.102755,50 compresiones
1108,-8.868123,50 compresiones
1109,-9.318233,50 compresiones
1110,-8.901642,50 compresiones
1111,-9.059659,50 compresiones
1112,-7.635109,50 compresiones
1113,-8.104373,50 compresiones
1114,-8.106767,50 compresiones
1115,-8.832211,50 compresiones
1116,-6.081272,50 compresiones
1117,-7.824251,50 compresiones
1118,-6.691794,50 compresiones
1119,-8.197746,50 compresiones
1120,-7.805098,50 compresiones
1121,-8.061277,50 compresiones
1122,-7.623138,50 compresiones
1123,-7.728483,50 compresiones
1124,-7.12275,50 compresiones
1125,-6.991069,50 compresiones
1126,-7.582437,50 compresiones
1127,-5.923255,50 compresiones
1128,-6.205771,50 compresiones
1129,-4.24492,50 compresiones
1130,-4.766856,50 compresiones
1131,-6.579266,50 compresiones
1132,-5.386954,50 compresiones
1133,-10.13466,50 compresiones
1134,-13.78103,50 compresiones
1135,-10.47463,50 compresiones
1136,-12.73476,50 compresiones
1137,-10.64941,50 compresiones
1138,-12.53843,50 compresiones
1139,-12.42351,50 compresiones
1140,-12.06678,50 compresiones
1141,-11.63582,50 compresiones
1142,-12.03086,50 compresiones
1143,-11.25514,50 compresiones
1144,-11.32936,50 compresiones
1145,-10.68532,50 compresiones
1146,-7.814674,50 compresiones
1147,-9.085996,50 compresiones
1148,-9.136273,50 compresiones
1149,-8.992621,50 compresiones
1150,-10.12987,50 compresiones
1151,-8.295909,50 compresiones
1152,-9.679757,50 compresiones
1153,-8.916007,50 compresiones
1154,-8.604761,50 compresiones
1155,-7.728483,50 compresiones
1156,-7.074866,50 compresiones
1157,-7.742848,50 compresiones
1158,-8.568848,50 compresiones
1159,-5.533,50 compresiones
1160,-8.252813,50 compresiones
1161,-8.53054,50 compresiones
1162,-10.26394,50 compresiones
1163,-8.259995,50 compresiones
1164,-8.884883,50 compresiones
1165,-8.224083,50 compresiones
1166,-8.851364,50 compresiones
1167,-7.785944,50 compresiones
1168,-7.611167,50 compresiones
1169,-7.979874,50 compresiones
1170,-6.361394,50 compresiones
1171,-8.578424,50 compresiones
1172,-6.816292,50 compresiones
1173,-8.025364,50 compresiones
1174,-9.370906,50 compresiones
1175,-7.319075,50 compresiones
1176,-7.524976,50 compresiones
1177,-7.455544,50 compresiones
1178,-7.314286,50 compresiones
1179,-6.80911,50 compresiones
1180,-6.497863,50 compresiones
1181,-6.090849,50 compresiones
1182,-7.584831,50 compresiones
1183,-5.451597,50 compresiones
1184,-4.386178,50 compresiones
1185,-5.846641,50 compresiones
1186,-8.327033,50 compresiones
1187,-13.34289,50 compresiones
1188,-14.74589,50 compresiones
1189,-11.89918,50 compresiones
1190,-14.947,50 compresiones
1191,-11.53048,50 compresiones
1192,-12.40915,50 compresiones
1193,-13.24712,50 compresiones
1194,-11.07558,50 compresiones
1195,-11.4802,50 compresiones
1196,-11.46823,50 compresiones
1197,-10.61589,50 compresiones
1198,-9.880871,50 compresiones
1199,-9.188946,50 compresiones
1200,-11.00854,50 compresiones
1201,-9.749189,50 compresiones
1202,-9.366117,50 compresiones
1203,-10.03649,50 compresiones
1204,-8.681376,50 compresiones
1205,-9.708488,50 compresiones
1206,-8.35337,50 compresiones
1207,-8.559271,50 compresiones
1208,-7.091625,50 compresiones
1209,-7.266402,50 compresiones
1210,-9.797073,50 compresiones
1211,-9.054871,50 compresiones
1212,-9.667787,50 compresiones
1213,-9.291897,50 compresiones
1214,-10.09874,50 compresiones
1215,-8.734048,50 compresiones
1216,-9.14585,50 compresiones
1217,-8.231265,50 compresiones
1218,-7.544129,50 compresiones
1219,-7.637504,50 compresiones
1220,-7.359776,50 compresiones
1221,-7.493851,50 compresiones
1222,-8.401254,50 compresiones
1223,-6.976704,50 compresiones
1224,-8.078036,50 compresiones
1225,-8.049306,50 compresiones
1226,-8.901642,50 compresiones
1227,-7.845799,50 compresiones
1228,-8.178593,50 compresiones
1229,-7.960721,50 compresiones
1230,-7.800309,50 compresiones
1231,-7.615956,50 compresiones
1232,-7.489063,50 compresiones
1233,-7.366959,50 compresiones
1234,-8.561666,50 compresiones
1235,-7.283162,50 compresiones
1236,-5.781997,50 compresiones
1237,-5.214571,50 compresiones
1238,-5.614403,50 compresiones
1239,-5.351041,50 compresiones
1240,-4.503493,50 compresiones
1241,-11.79623,50 compresiones
1242,-15.1529,50 compresiones
1243,-12.48816,50 compresiones
1244,-13.6278,50 compresiones
1245,-13.10825,50 compresiones
1246,-12.85926,50 compresiones
1247,-13.41471,50 compresiones
1248,-12.34211,50 compresiones
1249,-11.84412,50 compresiones
1250,-10.97502,50 compresiones
1251,-8.236053,50 compresiones
1252,-9.227253,50 compresiones
1253,-9.205706,50 compresiones
1254,-11.85609,50 compresiones
1255,-9.768343,50 compresiones
1256,-9.696517,50 compresiones
1257,-9.998186,50 compresiones
1258,-8.568848,50 compresiones
1259,-9.066842,50 compresiones
1260,-8.303091,50 compresiones
1261,-9.13388,50 compresiones
1262,-8.154651,50 compresiones
1263,-7.252037,50 compresiones
1264,-7.445967,50 compresiones
1265,-7.922413,50 compresiones
1266,-4.592079,50 compresiones
1267,-9.358934,50 compresiones
1268,-6.782773,50 compresiones
1269,-7.728483,50 compresiones
1270,-7.125144,50 compresiones
1271,-5.609614,50 compresiones
1272,-9.153033,50 compresiones
1273,-8.037335,50 compresiones
1274,-7.374141,50 compresiones
1275,-7.369353,50 compresiones
1276,-7.620744,50 compresiones
1277,-7.860164,50 compresiones
1278,-7.627927,50 compresiones
1279,-7.474698,50 compresiones
1280,-7.345411,50 compresiones
1281,-7.170634,50 compresiones
1282,-7.534553,50 compresiones
1283,-7.000646,50 compresiones
1284,-6.212954,50 compresiones
1285,-5.875371,50 compresiones
1286,-7.702147,50 compresiones
1287,-6.560112,50 compresiones
1288,-8.236053,50 compresiones
1289,-10.50336,50 compresiones
1290,-9.351752,50 compresiones
1291,-11.79863,50 compresiones
1292,-14.2048,50 compresiones
1293,-12.43548,50 compresiones
1294,-15.09305,50 compresiones
1295,-13.04601,50 compresiones
1296,-12.56956,50 compresiones
1297,-11.46104,50 compresiones
1298,-10.84334,50 compresiones
1299,-12.17452,50 compresiones
1300,-10.46266,50 compresiones
1301,-10.36211,50 compresiones
1302,-9.174581,50 compresiones
1303,-8.975863,50 compresiones
1304,-9.500193,50 compresiones
1305,-10.00537,50 compresiones
1306,-9.153033,50 compresiones
1307,-9.859323,50 compresiones
1308,-9.148245,50 compresiones
1309,-9.248801,50 compresiones
1310,-7.431602,50 compresiones
1311,-7.817069,50 compresiones
1312,-7.563283,50 compresiones
1313,-7.771579,50 compresiones
1314,-6.806715,50 compresiones
1315,-7.532158,50 compresiones
1316,-7.264008,50 compresiones
1317,-6.47871,50 compresiones
1318,-5.956774,50 compresiones
1319,-6.780379,50 compresiones
1320,-3.912126,50 compresiones
1321,-6.981492,50 compresiones
1322,-10.59434,50 compresiones
1323,-6.945579,50 compresiones
1324,-12.28226,50 compresiones
1325,-11.59751,50 compresiones
1326,-11.59512,50 compresiones
1327,-12.01171,50 compresiones
1328,-12.87602,50 compresiones
1329,-11.69089,50 compresiones
1330,-11.37246,50 compresiones
1331,-11.13783,50 compresiones
1332,-11.3964,50 compresiones
1333,-10.79785,50 compresiones
1334,-9.923966,50 compresiones
1335,-9.52174,50 compresiones
1336,-11.76271,50 compresiones
1337,-9.0429,50 compresiones
1338,-10.76672,50 compresiones
1339,-8.760384,50 compresiones
1340,-9.655815,50 compresiones
1341,-8.836999,50 compresiones
1342,-9.105149,50 compresiones
1343,-8.415619,50 compresiones
1344,-7.651869,50 compresiones
1345,-7.240066,50 compresiones
1346,-7.340622,50 compresiones
1347,-6.892907,50 compresiones
1348,-6.177041,50 compresiones
1349,-7.010222,50 compresiones
1350,-5.8634,50 compresiones
1351,-5.355829,50 compresiones
1352,-6.493075,50 compresiones
1353,-6.940791,50 compresiones
1354,-7.66384,50 compresiones
1355,-10.00058,50 compresiones
1356,-11.58075,50 compresiones
1357,-10.5273,50 compresiones
1358,-12.78504,50 compresiones
1359,-10.49618,50 compresiones
1360,-12.20325,50 compresiones
1361,-13.30458,50 compresiones
1362,-12.81137,50 compresiones
1363,-11.89679,50 compresiones
1364,-11.44428,50 compresiones
1365,-11.22881,50 compresiones
1366,-9.603143,50 compresiones
1367,-9.378088,50 compresiones
1368,-11.86327,50 compresiones
1369,-9.471462,50 compresiones
1370,-9.289502,50 compresiones
1371,-10.1179,50 compresiones
1372,-8.937555,50 compresiones
1373,-9.267955,50 compresiones
1374,-9.67018,50 compresiones
1375,-9.018958,50 compresiones
1376,-8.226477,50 compresiones
1377,-7.754819,50 compresiones
1378,-7.685388,50 compresiones
1379,-6.86657,50 compresiones
1380,-6.756437,50 compresiones
1381,-7.232883,50 compresiones
1382,-6.344635,50 compresiones
1383,-5.058948,50 compresiones
1384,-5.702989,50 compresiones
1385,-2.061408,50 compresiones
1386,-3.567361,50 compresiones
1387,-12.30141,50 compresiones
1388,-11.28148,50 compresiones
1389,-14.4107,50 compresiones
1390,-17.37233,50 compresiones
1391,-12.38521,50 compresiones
1392,-15.0284,50 compresiones
1393,-11.33654,50 compresiones
1394,-11.35091,50 compresiones
1395,-10.43154,50 compresiones
1396,-10.2831,50 compresiones
1397,-9.260772,50 compresiones
1398,-11.12346,50 compresiones
1399,-9.287108,50 compresiones
1400,-9.344569,50 compresiones
1401,-9.842564,50 compresiones
1402,-9.28232,50 compresiones
1403,-9.313444,50 compresiones
1404,-9.32781,50 compresiones
1405,-8.908825,50 compresiones
1406,-7.424419,50 compresiones
1407,-6.991069,50 compresiones
1408,-7.187394,50 compresiones
1409,-7.90326,50 compresiones
1410,-6.397307,50 compresiones
1411,-5.856217,50 compresiones
1412,-5.276821,50 compresiones
1413,-5.494693,50 compresiones
1414,-6.823475,50 compresiones
1415,-5.209783,50 compresiones
1416,-9.689334,50 compresiones
1417,-13.16811,50 compresiones
1418,-12.77786,50 compresiones
1419,-14.8656,50 compresiones
1420,-16.87673,50 compresiones
1421,-11.59273,50 compresiones
1422,-13.04601,50 compresiones
1423,-10.96305,50 compresiones
1424,-11.57357,50 compresiones
1425,-11.5185,50 compresiones
1426,0.0,50 compresiones
1427,0.0,50 compresiones
1428,0.0,50 compresiones
1429,0.0,50 compresiones
1430,0.0,50 compresiones
1431,0.0,50 compresiones
1432,0.0,50 compresiones
1433,0.0,50 compresiones
1434,0.0,50 compresiones
1435,0.0,50 compresiones
1436,0.0,50 compresiones
1437,0.0,50 compresiones
1438,0.0,50 compresiones
1439,0.0,50 compresiones
1440,0.0,50 compresiones
1441,0.0,50 compresiones
1442,0.0,50 compresiones
1443,0.0,50 compresiones
1444,0.0,50 compresiones
1445,0.0,50 compresiones
1446,0.0,50 compresiones
1447,0.0,50 compresiones
1448,0.0,50 compresiones
1449,0.0,50 compresiones
1450,0.0,50 compresiones
1451,0.0,50 compresiones
1452,0.0,50 compresiones
1453,0.0,50 compresiones
1454,0.0,50 compresiones
1455,0.0,50 compresiones
1456,0.0,50 compresiones
1457,0.0,50 compresiones
1458,0.0,50 compresiones
1459,0.0,50 compresiones
1460,0.0,50 compresiones
1461,0.0,50 compresiones
1462,0.0,50 compresiones
1463,0.0,50 compresiones
1464,0.0,50 compresiones
1465,0.0,50 compresiones
1466,0.0,50 compresiones
1467,0.0,50 compresiones
1468,0.0,50 compresiones
1469,0.0,50 compresiones
1470,0.0,50 compresiones
1471,0.0,50 compresiones
1472,0.0,50 compresiones
1473,0.0,50 compresiones
1474,0.0,50 compresiones
1475,0.0,50 compresiones
1476,0.0,50 compresiones
1477,0.0,50 compresiones
1478,0.0,50 compresiones
1479,0.0,50 compresiones
1480,0.0,50 compresiones
1481,0.0,50 compresiones
1482,0.0,50 compresiones
1483,0.0,50 compresiones
1484,0.0,50 compresiones
1485,0.0,50 compresiones
1486,0.0,50 compresiones
1487,0.0,50 compresiones
1488,0.0,50 compresiones
1489,0.0,50 compresiones
1490,0.0,50 compresiones
1491,0.0,50 compresiones
1492,0.0,50 compresiones
1493,0.0,50 compresiones
1494,0.0,50 compresiones
1495,0.0,50 compresiones
1496,0.0,50 compresiones
1497,0.0,50 compresiones
1498,0.0,50 compresiones
1499,0.0,50 compresiones
1500,0.0,50 compresiones
1501,0.0,50 compresiones
1502,0.0,50 compresiones
1503,0.0,50 compresiones
1504,0.0,50 compresiones
1505,0.0,50 compresiones
1506,0.0,50 compresiones
1507,0.0,50 compresiones
1508,0.0,50 compresiones
1509,0.0,50 compresiones
1510,0.0,50 compresiones
1511,0.0,50 compresiones
1512,0.0,50 compresiones
1513,0.0,50 compresiones
1514,0.0,50 compresiones
1515,0.0,50 compresiones
1516,0.0,50 compresiones
1517,0.0,50 compresiones
1518,0.0,50 compresiones
1519,0.0,50 compresiones
1520,0.0,50 compresiones
1521,0.0,50 compresiones
1522,0.0,50 compresiones
1523,0.0,50 compresiones
1524,0.0,50 compresiones
1525,0.0,50 compresiones
1526,0.0,50 compresiones
1527,0.0,50 compresiones
1528,0.0,50 compresiones
1529,0.0,50 compresiones
1530,0.0,50 compresiones
1531,0.0,50 compresiones
1532,0.0,50 compresiones
1533,0.0,50 compresiones
1534,0.0,50 compresiones
1535,0.0,50 compresiones
1536,0.0,50 compresiones
1537,0.0,50 compresiones
1538,0.0,50 compresiones
1539,0.0,50 compresiones
1540,0.0,50 compresiones
1541,0.0,50 compresiones
1542,0.0,50 compresiones
1543,0.0,50 compresiones
1544,0.0,50 compresiones
1545,0.0,50 compresiones
1546,0.0,50 compresiones
1547,0.0,50 compresiones
1548,0.0,50 compresiones
1549,0.0,50 compresiones
1550,0.0,50 compresiones
1551,0.0,50 compresiones
1552,0.0,50 compresiones
1553,0.0,50 compresiones
1554,0.0,50 compresiones
1555,0.0,50 compresiones
1556,0.0,50 compresiones
1557,0.0,50 compresiones
1558,0.0,50 compresiones
1559,0.0,50 compresiones
1560,0.0,50 compresiones
1561,0.0,50 compresiones
1562,0.0,50 compresiones
1563,0.0,50 compresiones
1564,0.0,50 compresiones
1565,0.0,50 compresiones
1566,0.0,50 compresiones
1567,0.0,50 compresiones
1568,0.0,50 compresiones
1569,0.0,50 compresiones
1570,0.0,50 compresiones
1571,0.0,50 compresiones
1572,0.0,50 compresiones
1573,0.0,50 compresiones
1574,0.0,50 compresiones
1575,0.0,50 compresiones
1576,0.0,50 compresiones
1577,0.0,50 compresiones
1578,0.0,50 compresiones
1579,0.0,50 compresiones
1580,0.0,50 compresiones
1581,0.0,50 compresiones
1582,0.0,50 compresiones
1583,0.0,50 compresiones
1584,0.0,50 compresiones
1585,0.0,50 compresiones
1586,0.0,50 compresiones
1587,0.0,50 compresiones
1588,0.0,50 compresiones
1589,0.0,50 compresiones
1590,0.0,50 compresiones
1591,0.0,50 compresiones
1592,0.0,50 compresiones
1593,0.0,50 compresiones
1594,0.0,50 compresiones
1595,0.0,50 compresiones
1596,0.0,50 compresiones
1597,0.0,50 compresiones
1598,0.0,50 compresiones
1599,0.0,50 compresiones
1600,0.0,50 compresiones
1601,0.0,50 compresiones
1602,0.0,50 compresiones
1603,0.0,50 compresiones
1604,0.0,50 compresiones
1605,0.0,50 compresiones
1606,0.0,50 compresiones
1607,0.0,50 compresiones
1608,0.0,50 compresiones
1609,0.0,50 compresiones
1610,0.0,50 compresiones
1611,0.0,50 compresiones
1612,0.0,50 compresiones
1613,0.0,50 compresiones
1614,0.0,50 compresiones
1615,0.0,50 compresiones
1616,0.0,50 compresiones
1617,0.0,50 compresiones
1618,0.0,50 compresiones
1619,0.0,50 compresiones
1620,0.0,50 compresiones
1621,0.0,50 compresiones
1622,0.0,50 compresiones
1623,0.0,50 compresiones
1624,0.0,50 compresiones
1625,0.0,50 compresiones
1626,0.0,50 compresiones
1627,0.0,50 compresiones
1628,0.0,50 compresiones
1629,0.0,50 compresiones
1630,0.0,50 compresiones
1631,0.0,50 compresiones
1632,0.0,50 compresiones
1633,0.0,50 compresiones
1634,0.0,50 compresiones
1635,0.0,50 compresiones
1636,0.0,50 compresiones
1637,0.0,50 compresiones
1638,0.0,50 compresiones
1639,0.0,50 compresiones
1640,0.0,50 compresiones
1641,0.0,50 compresiones
1642,0.0,50 compresiones
1643,0.0,50 compresiones
1644,0.0,50 compresiones
1645,0.0,50 compresiones
1646,0.0,50 compresiones
1647,0.0,50 compresiones
1648,0.0,50 compresiones
1649,0.0,50 compresiones
1650,0.0,50 compresiones
1651,0.0,50 compresiones
1652,0.0,50 compresiones
1653,0.0,50 compresiones
1654,0.0,50 compresiones
1655,0.0,50 compresiones
1656,0.0,50 compresiones
1657,0.0,50 compresiones
1658,0.0,50 compresiones
1659,0.0,50 compresiones
1660,0.0,50 compresiones
1661,0.0,50 compresiones
1662,0.0,50 compresiones
1663,0.0,50 compresiones
1664,0.0,50 compresiones
1665,0.0,50 compresiones
1666,0.0,50 compresiones
1667,0.0,50 compresiones
1668,0.0,50 compresiones
1669,0.0,50 compresiones
1670,0.0,50 compresiones
1671,0.0,50 compresiones
1672,0.0,50 compresiones
1673,0.0,50 compresiones
1674,0.0,50 compresiones
1675,0.0,50 compresiones
1676,0.0,50 compresiones
1677,0.0,50 compresiones
1678,0.0,50 compresiones
1679,0.0,50 compresiones
1680,0.0,50 compresiones
1681,0.0,50 compresiones
1682,0.0,50 compresiones
1683,0.0,50 compresiones
1684,0.0,50 compresiones
1685,0.0,50 compresiones
1686,0.0,50 compresiones
1687,0.0,50 compresiones
1688,0.0,50 compresiones
1689,0.0,50 compresiones
1690,0.0,50 compresiones
1691,0.0,50 compresiones
1692,0.0,50 compresiones
1693,0.0,50 compresiones
1694,0.0,50 compresiones
1695,0.0,50 compresiones
1696,0.0,50 compresiones
1697,0.0,50 compresiones
1698,0.0,50 compresiones
1699,0.0,50 compresiones
1700,0.0,50 compresiones
1701,0.0,50 compresiones
1702,0.0,50 compresiones
1703,0.0,50 compresiones
1704,0.0,50 compresiones
1705,0.0,50 compresiones
1706,0.0,50 compresiones
1707,0.0,50 compresiones
1708,0.0,50 compresiones
1709,0.0,50 compresiones
1710,0.0,50 compresiones
1711,0.0,50 compresiones
1712,0.0,50 compresiones
1713,0.0,50 compresiones
1714,0.0,50 compresiones
1715,0.0,50 compresiones
1716,0.0,50 compresiones
1717,0.0,50 compresiones
1718,0.0,50 compresiones
1719,0.0,50 compresiones
1720,0.0,50 compresiones
1721,0.0,50 compresiones
1722,0.0,50 compresiones
1723,0.0,50 compresiones
1724,0.0,50 compresiones
1725,0.0,50 compresiones
1726,0.0,50 compresiones
1727,0.0,50 compresiones
1728,0.0,50 compresiones
1729,0.0,50 compresiones
1730,0.0,50 compresiones
1731,0.0,50 compresiones
1732,0.0,50 compresiones
1733,0.0,50 compresiones
1734,0.0,50 compresiones
1735,0.0,50 compresiones
1736,0.0,50 compresiones
1737,0.0,50 compresiones
1738,0.0,50 compresiones
1739,0.0,50 compresiones
1740,0.0,50 compresiones
1741,0.0,50 compresiones
1742,0.0,50 compresiones
1743,0.0,50 compresiones
1744,0.0,50 compresiones
1745,0.0,50 compresiones
1746,0.0,50 compresiones
1747,0.0,50 compresiones
1748,0.0,50 compresiones
1749,0.0,50 compresiones
1750,0.0,50 compresiones
1751,0.0,50 compresiones
1752,0.0,50 compresiones
1753,0.0,50 compresiones
1754,0.0,50 compresiones
1755,0.0,50 compresiones
1756,0.0,50 compresiones
1757,0.0,50 compresiones
1758,0.0,50 compresiones
1759,0.0,50 compresiones
1760,0.0,50 compresiones
1761,0.0,50 compresiones
1762,0.0,50 compresiones
1763,0.0,50 compresiones
1764,0.0,50 compresiones
1765,0.0,50 compresiones
1766,0.0,50 compresiones
1767,0.0,50 compresiones
1768,0.0,50 compresiones
1769,0.0,50 compresiones
1770,0.0,50 compresiones
1771,0.0,50 compresiones
1772,0.0,50 compresiones
1773,0.0,50 compresiones
1774,0.0,50 compresiones
1775,0.0,50 compresiones
1776,0.0,50 compresiones
1777,0.0,50 compresiones
1778,0.0,50 compresiones
1779,0.0,50 compresiones
1780,0.0,50 compresiones
1781,0.0,50 compresiones
1782,0.0,50 compresiones
1783,0.0,50 compresiones
1784,0.0,50 compresiones
1785,0.0,50 compresiones
1786,0.0,50 compresiones
1787,0.0,50 compresiones
1788,0.0,50 compresiones
1789,0.0,50 compresiones
1790,0.0,50 compresiones
1791,0.0,50 compresiones
1792,0.0,50 compresiones
1793,0.0,50 compresiones
1794,0.0,50 compresiones
1795,0.0,50 compresiones
1796,0.0,50 compresiones
1797,0.0,50 compresiones
1798,0.0,50 compresiones
1799,0.0,50 compresiones
1800,0.0,50 compresiones
1801,0.0,50 compresiones
1802,0.0,50 compresiones
1803,0.0,50 compresiones
1804,0.0,50 compresiones
1805,0.0,50 compresiones
1806,0.0,50 compresiones
1807,0.0,50 compresiones
1808,0.0,50 compresiones
1809,0.0,50 compresiones
1810,0.0,50 compresiones
1811,0.0,50 compresiones
1812,0.0,50 compresiones
1813,0.0,50 compresiones
1814,0.0,50 compresiones
1815,0.0,50 compresiones
1816,0.0,50 compresiones
1817,0.0,50 compresiones
1818,0.0,50 compresiones
1819,0.0,50 compresiones
1820,0.0,50 compresiones
1821,0.0,50 compresiones
1822,0.0,50 compresiones
1823,0.0,50 compresiones
1824,0.0,50 compresiones
1825,0.0,50 compresiones
1826,0.0,50 compresiones
1827,0.0,50 compresiones
1828,0.0,50 compresiones
1829,0.0,50 compresiones
1830,0.0,50 compresiones
1831,0.0,50 compresiones
1832,0.0,50 compresiones
1833,0.0,50 compresiones
1834,0.0,50 compresiones
1835,0.0,50 compresiones
1836,0.0,50 compresiones
1837,0.0,50 compresiones
1838,0.0,50 compresiones
1839,0.0,50 compresiones
1840,0.0,50 compresiones
1841,0.0,50 compresiones
1842,0.0,50 compresiones
1843,0.0,50 compresiones
1844,0.0,50 compresiones
1845,0.0,50 compresiones
1846,0.0,50 compresiones
1847,0.0,50 compresiones
1848,0.0,50 compresiones
1849,0.0,50 compresiones
1850,0.0,50 compresiones
1851,0.0,50 compresiones
1852,0.0,50 compresiones
1853,0.0,50 compresiones
1854,0.0,50 compresiones
1855,0.0,50 compresiones
1856,0.0,50 compresiones
1857,0.0,50 compresiones
1858,0.0,50 compresiones
1859,0.0,50 compresiones
