timestamp_s,Aceleracion_Z, Comentario
122,9.562442,
123,9.504981,
124,-4.958392,
125,10.26394,
126,11.54005,
127,12.28944,
128,13.2567,
129,12.89038,
130,12.21282,
131,11.14501,
132,10.98939,
133,10.76433,
134,10.84095,
135,11.08994,
136,10.82898,
137,10.49139,
138,10.24958,
139,14.72913,
140,7.951144,
141,14.80095,
142,8.695741,
143,10.16578,
144,7.539341,
145,8.032547,
146,11.07079,
147,7.601591,
148,10.25197,
149,10.39802,
150,10.23521,
151,9.68694,
152,9.366117,
153,9.524135,
154,9.500193,
155,9.370906,
156,9.215282,
157,9.346964,
158,9.291897,
159,9.497798,
160,9.526528,
161,9.102755,
162,8.983045,
163,9.56723,
164,9.215282,
165,9.332599,
166,2.047042,
167,19.42655,
168,-2.006341,
169,8.279149,
170,9.303867,
171,9.40203,
172,11.84412,
173,10.08198,
174,11.42034,
175,11.63103,
176,12.06678,
177,12.14579,
178,11.40119,
179,1.78368,
180,11.75792,
181,10.8194,
182,10.4483,
183,10.62547,
184,10.3238,
185,10.85292,
186,10.91756,
187,9.950302,
188,14.77222,
189,7.81228,
190,9.13388,
191,12.37084,
192,8.760384,
193,11.62624,
194,9.49301,
195,7.841011,
196,6.330269,
197,10.06522,
198,7.807492,
199,10.19212,
