Índice,Aceleracion_Z,Comentario
68,-8.911219,1 min - contadas - cpAr
69,-8.920795,1 min - contadas - cpAr
70,-8.942344,1 min - contadas - cpAr
71,-8.858546,1 min - contadas - cpAr
72,-8.935161,1 min - contadas - cpAr
73,-8.889671,1 min - contadas - cpAr
74,-8.868123,1 min - contadas - cpAr
75,-8.8777,1 min - contadas - cpAr
76,-8.884883,1 min - contadas - cpAr
77,-8.89446,1 min - contadas - cpAr
78,-8.971074,1 min - contadas - cpAr
79,-8.908825,1 min - contadas - cpAr
80,-8.916007,1 min - contadas - cpAr
81,-8.892065,1 min - contadas - cpAr
82,-8.925584,1 min - contadas - cpAr
83,-8.916007,1 min - contadas - cpAr
84,-8.841787,1 min - contadas - cpAr
85,-8.935161,1 min - contadas - cpAr
86,-8.870518,1 min - contadas - cpAr
87,-8.875306,1 min - contadas - cpAr
88,-8.853758,1 min - contadas - cpAr
89,-8.89446,1 min - contadas - cpAr
90,-8.90643,1 min - contadas - cpAr
91,-8.889671,1 min - contadas - cpAr
92,-8.925584,1 min - contadas - cpAr
93,-8.875306,1 min - contadas - cpAr
94,-8.901642,1 min - contadas - cpAr
95,-8.8777,1 min - contadas - cpAr
96,-8.947132,1 min - contadas - cpAr
97,-8.856153,1 min - contadas - cpAr
98,-8.8777,1 min - contadas - cpAr
99,-8.913613,1 min - contadas - cpAr
100,-8.927979,1 min - contadas - cpAr
101,-8.92319,1 min - contadas - cpAr
102,-8.930372,1 min - contadas - cpAr
103,-8.889671,1 min - contadas - cpAr
104,-8.92319,1 min - contadas - cpAr
105,-8.89446,1 min - contadas - cpAr
106,-8.865729,1 min - contadas - cpAr
107,-8.911219,1 min - contadas - cpAr
108,-8.836999,1 min - contadas - cpAr
109,-8.920795,1 min - contadas - cpAr
110,-8.947132,1 min - contadas - cpAr
111,-8.978256,1 min - contadas - cpAr
112,-8.920795,1 min - contadas - cpAr
113,-8.930372,1 min - contadas - cpAr
114,-8.901642,1 min - contadas - cpAr
115,-8.908825,1 min - contadas - cpAr
116,-8.942344,1 min - contadas - cpAr
117,-8.932767,1 min - contadas - cpAr
118,-8.911219,1 min - contadas - cpAr
119,-8.884883,1 min - contadas - cpAr
120,-8.868123,1 min - contadas - cpAr
121,-8.947132,1 min - contadas - cpAr
122,-8.932767,1 min - contadas - cpAr
123,-8.810662,1 min - contadas - cpAr
124,-8.8777,1 min - contadas - cpAr
125,-8.875306,1 min - contadas - cpAr
126,-8.939949,1 min - contadas - cpAr
127,-8.865729,1 min - contadas - cpAr
128,-8.951921,1 min - contadas - cpAr
129,-8.911219,1 min - contadas - cpAr
130,-8.932767,1 min - contadas - cpAr
131,-8.966286,1 min - contadas - cpAr
132,-8.90643,1 min - contadas - cpAr
133,-8.875306,1 min - contadas - cpAr
134,-8.925584,1 min - contadas - cpAr
135,-8.92319,1 min - contadas - cpAr
136,-8.959103,1 min - contadas - cpAr
137,-8.880095,1 min - contadas - cpAr
138,-8.860941,1 min - contadas - cpAr
139,-8.889671,1 min - contadas - cpAr
140,-8.916007,1 min - contadas - cpAr
141,-8.913613,1 min - contadas - cpAr
142,-8.884883,1 min - contadas - cpAr
143,-8.887277,1 min - contadas - cpAr
144,-8.887277,1 min - contadas - cpAr
145,-8.872911,1 min - contadas - cpAr
146,-8.887277,1 min - contadas - cpAr
147,-8.966286,1 min - contadas - cpAr
148,-8.916007,1 min - contadas - cpAr
149,-8.901642,1 min - contadas - cpAr
150,-8.880095,1 min - contadas - cpAr
151,-8.901642,1 min - contadas - cpAr
152,-8.92319,1 min - contadas - cpAr
153,-8.932767,1 min - contadas - cpAr
154,-8.966286,1 min - contadas - cpAr
155,-8.913613,1 min - contadas - cpAr
156,-8.935161,1 min - contadas - cpAr
157,-8.832211,1 min - contadas - cpAr
158,-8.927979,1 min - contadas - cpAr
159,-8.932767,1 min - contadas - cpAr
160,-8.889671,1 min - contadas - cpAr
161,-8.884883,1 min - contadas - cpAr
162,-8.901642,1 min - contadas - cpAr
163,-8.930372,1 min - contadas - cpAr
164,-8.889671,1 min - contadas - cpAr
165,-8.918402,1 min - contadas - cpAr
166,-8.904037,1 min - contadas - cpAr
167,-8.927979,1 min - contadas - cpAr
168,-8.880095,1 min - contadas - cpAr
169,-8.865729,1 min - contadas - cpAr
170,-8.954314,1 min - contadas - cpAr
171,-8.983045,1 min - contadas - cpAr
172,-8.916007,1 min - contadas - cpAr
173,-8.887277,1 min - contadas - cpAr
174,-8.904037,1 min - contadas - cpAr
175,-8.8777,1 min - contadas - cpAr
176,-8.954314,1 min - contadas - cpAr
177,-8.978256,1 min - contadas - cpAr
178,-8.856153,1 min - contadas - cpAr
179,-8.911219,1 min - contadas - cpAr
180,-8.956709,1 min - contadas - cpAr
181,-8.942344,1 min - contadas - cpAr
182,-8.918402,1 min - contadas - cpAr
183,-8.927979,1 min - contadas - cpAr
184,-8.892065,1 min - contadas - cpAr
185,-8.954314,1 min - contadas - cpAr
186,-8.872911,1 min - contadas - cpAr
187,-8.882488,1 min - contadas - cpAr
188,-8.918402,1 min - contadas - cpAr
189,-8.927979,1 min - contadas - cpAr
190,-8.901642,1 min - contadas - cpAr
191,-8.89446,1 min - contadas - cpAr
192,-8.872911,1 min - contadas - cpAr
193,-8.889671,1 min - contadas - cpAr
194,-8.90643,1 min - contadas - cpAr
195,-8.872911,1 min - contadas - cpAr
196,-8.748413,1 min - contadas - cpAr
197,-9.040505,1 min - contadas - cpAr
198,-9.076419,1 min - contadas - cpAr
199,-8.836999,1 min - contadas - cpAr
200,-8.865729,1 min - contadas - cpAr
201,-8.935161,1 min - contadas - cpAr
202,-8.872911,1 min - contadas - cpAr
203,-8.738836,1 min - contadas - cpAr
204,-8.698134,1 min - contadas - cpAr
205,-8.784326,1 min - contadas - cpAr
206,-9.263166,1 min - contadas - cpAr
207,-8.827422,1 min - contadas - cpAr
208,-8.267179,1 min - contadas - cpAr
209,-8.916007,1 min - contadas - cpAr
210,-8.839393,1 min - contadas - cpAr
211,-8.676587,1 min - contadas - cpAr
212,-8.858546,1 min - contadas - cpAr
213,-8.829816,1 min - contadas - cpAr
214,-8.403648,1 min - contadas - cpAr
215,-8.746018,1 min - contadas - cpAr
216,-9.263166,1 min - contadas - cpAr
217,-8.872911,1 min - contadas - cpAr
218,-9.088389,1 min - contadas - cpAr
219,-9.232041,1 min - contadas - cpAr
220,-8.602366,1 min - contadas - cpAr
221,-8.89446,1 min - contadas - cpAr
222,-8.844181,1 min - contadas - cpAr
223,-9.023746,1 min - contadas - cpAr
224,-8.911219,1 min - contadas - cpAr
225,-9.143456,1 min - contadas - cpAr
226,-9.150639,1 min - contadas - cpAr
227,-8.231265,1 min - contadas - cpAr
228,-8.999804,1 min - contadas - cpAr
229,-9.033323,1 min - contadas - cpAr
230,-8.784326,1 min - contadas - cpAr
231,-9.050082,1 min - contadas - cpAr
232,-8.971074,1 min - contadas - cpAr
233,-8.853758,1 min - contadas - cpAr
234,-9.169792,1 min - contadas - cpAr
235,-8.717288,1 min - contadas - cpAr
236,-9.323022,1 min - contadas - cpAr
237,-9.02614,1 min - contadas - cpAr
238,-8.805874,1 min - contadas - cpAr
239,-9.239224,1 min - contadas - cpAr
240,-8.820239,1 min - contadas - cpAr
241,-9.021352,1 min - contadas - cpAr
242,-9.093178,1 min - contadas - cpAr
243,-8.939949,1 min - contadas - cpAr
244,-9.313444,1 min - contadas - cpAr
245,-8.702923,1 min - contadas - cpAr
246,-9.416395,1 min - contadas - cpAr
247,-8.995016,1 min - contadas - cpAr
248,-9.313444,1 min - contadas - cpAr
249,-9.239224,1 min - contadas - cpAr
250,-8.781932,1 min - contadas - cpAr
251,-9.23683,1 min - contadas - cpAr
252,-9.016563,1 min - contadas - cpAr
253,-8.930372,1 min - contadas - cpAr
254,-9.16261,1 min - contadas - cpAr
255,-8.528147,1 min - contadas - cpAr
256,-9.902418,1 min - contadas - cpAr
257,-8.377312,1 min - contadas - cpAr
258,-9.090784,1 min - contadas - cpAr
259,-9.011775,1 min - contadas - cpAr
260,-9.050082,1 min - contadas - cpAr
261,-9.148245,1 min - contadas - cpAr
262,-9.148245,1 min - contadas - cpAr
263,-9.11712,1 min - contadas - cpAr
264,-9.064447,1 min - contadas - cpAr
265,-9.157822,1 min - contadas - cpAr
266,-9.081207,1 min - contadas - cpAr
267,-9.090784,1 min - contadas - cpAr
268,-8.959103,1 min - contadas - cpAr
269,-9.035717,1 min - contadas - cpAr
270,-9.069236,1 min - contadas - cpAr
271,-9.260772,1 min - contadas - cpAr
272,-9.392453,1 min - contadas - cpAr
273,-9.13388,1 min - contadas - cpAr
274,-9.088389,1 min - contadas - cpAr
275,-9.174581,1 min - contadas - cpAr
276,-8.973468,1 min - contadas - cpAr
277,-9.200917,1 min - contadas - cpAr
278,-9.109938,1 min - contadas - cpAr
279,-9.255983,1 min - contadas - cpAr
280,-9.222465,1 min - contadas - cpAr
281,-9.050082,1 min - contadas - cpAr
282,-9.583989,1 min - contadas - cpAr
283,-9.354146,1 min - contadas - cpAr
284,-9.232041,1 min - contadas - cpAr
285,-8.645462,1 min - contadas - cpAr
286,-9.078813,1 min - contadas - cpAr
287,-9.016563,1 min - contadas - cpAr
288,-9.315839,1 min - contadas - cpAr
289,-9.030929,1 min - contadas - cpAr
290,-8.836999,1 min - contadas - cpAr
291,-9.047688,1 min - contadas - cpAr
292,-9.227253,1 min - contadas - cpAr
293,-9.157822,1 min - contadas - cpAr
294,-8.688558,1 min - contadas - cpAr
295,-8.75799,1 min - contadas - cpAr
296,-9.270349,1 min - contadas - cpAr
297,-8.951921,1 min - contadas - cpAr
298,-8.949526,1 min - contadas - cpAr
299,-9.107543,1 min - contadas - cpAr
300,-8.927979,1 min - contadas - cpAr
301,-9.045294,1 min - contadas - cpAr
302,-9.023746,1 min - contadas - cpAr
303,-9.030929,1 min - contadas - cpAr
304,-8.655039,1 min - contadas - cpAr
305,-9.07163,1 min - contadas - cpAr
306,-9.167398,1 min - contadas - cpAr
307,-8.611943,1 min - contadas - cpAr
308,-9.301474,1 min - contadas - cpAr
309,-9.018958,1 min - contadas - cpAr
310,-9.40203,1 min - contadas - cpAr
311,-8.62152,1 min - contadas - cpAr
312,-9.085996,1 min - contadas - cpAr
313,-8.532935,1 min - contadas - cpAr
314,-9.473856,1 min - contadas - cpAr
315,-9.105149,1 min - contadas - cpAr
316,-8.470686,1 min - contadas - cpAr
317,-8.966286,1 min - contadas - cpAr
318,-9.40203,1 min - contadas - cpAr
319,-9.260772,1 min - contadas - cpAr
320,-9.222465,1 min - contadas - cpAr
321,-8.980651,1 min - contadas - cpAr
322,-8.777143,1 min - contadas - cpAr
323,-9.260772,1 min - contadas - cpAr
324,-11.57357,1 min - contadas - cpAr
325,0.0,1 min - contadas - cpAr
326,0.0,1 min - contadas - cpAr
327,0.0,1 min - contadas - cpAr
328,0.0,1 min - contadas - cpAr
329,0.0,1 min - contadas - cpAr
330,0.0,1 min - contadas - cpAr
331,0.0,1 min - contadas - cpAr
332,0.0,1 min - contadas - cpAr
333,0.0,1 min - contadas - cpAr
334,0.0,1 min - contadas - cpAr
335,0.0,1 min - contadas - cpAr
336,0.0,1 min - contadas - cpAr
337,0.0,1 min - contadas - cpAr
338,0.0,1 min - contadas - cpAr
339,0.0,1 min - contadas - cpAr
340,0.0,1 min - contadas - cpAr
341,0.0,1 min - contadas - cpAr
342,0.0,1 min - contadas - cpAr
343,0.0,1 min - contadas - cpAr
344,0.0,1 min - contadas - cpAr
345,0.0,1 min - contadas - cpAr
346,0.0,1 min - contadas - cpAr
347,0.0,1 min - contadas - cpAr
348,0.0,1 min - contadas - cpAr
349,0.0,1 min - contadas - cpAr
350,0.0,1 min - contadas - cpAr
351,0.0,1 min - contadas - cpAr
352,0.0,1 min - contadas - cpAr
353,0.0,1 min - contadas - cpAr
354,0.0,1 min - contadas - cpAr
355,0.0,1 min - contadas - cpAr
356,0.0,1 min - contadas - cpAr
357,0.0,1 min - contadas - cpAr
358,0.0,1 min - contadas - cpAr
359,0.0,1 min - contadas - cpAr
360,0.0,1 min - contadas - cpAr
361,0.0,1 min - contadas - cpAr
362,0.0,1 min - contadas - cpAr
363,0.0,1 min - contadas - cpAr
364,0.0,1 min - contadas - cpAr
365,0.0,1 min - contadas - cpAr
366,0.0,1 min - contadas - cpAr
367,0.0,1 min - contadas - cpAr
368,0.0,1 min - contadas - cpAr
369,0.0,1 min - contadas - cpAr
370,0.0,1 min - contadas - cpAr
371,0.0,1 min - contadas - cpAr
372,0.0,1 min - contadas - cpAr
373,0.0,1 min - contadas - cpAr
374,0.0,1 min - contadas - cpAr
375,0.0,1 min - contadas - cpAr
376,0.0,1 min - contadas - cpAr
377,0.0,1 min - contadas - cpAr
378,0.0,1 min - contadas - cpAr
379,0.0,1 min - contadas - cpAr
380,0.0,1 min - contadas - cpAr
381,0.0,1 min - contadas - cpAr
382,0.0,1 min - contadas - cpAr
383,0.0,1 min - contadas - cpAr
384,0.0,1 min - contadas - cpAr
385,0.0,1 min - contadas - cpAr
386,0.0,1 min - contadas - cpAr
387,0.0,1 min - contadas - cpAr
388,0.0,1 min - contadas - cpAr
389,0.0,1 min - contadas - cpAr
390,0.0,1 min - contadas - cpAr
391,0.0,1 min - contadas - cpAr
392,0.0,1 min - contadas - cpAr
393,0.0,1 min - contadas - cpAr
394,0.0,1 min - contadas - cpAr
395,0.0,1 min - contadas - cpAr
396,0.0,1 min - contadas - cpAr
397,0.0,1 min - contadas - cpAr
398,0.0,1 min - contadas - cpAr
399,0.0,1 min - contadas - cpAr
400,0.0,1 min - contadas - cpAr
401,0.0,1 min - contadas - cpAr
402,0.0,1 min - contadas - cpAr
403,0.0,1 min - contadas - cpAr
404,0.0,1 min - contadas - cpAr
405,0.0,1 min - contadas - cpAr
406,0.0,1 min - contadas - cpAr
407,0.0,1 min - contadas - cpAr
408,0.0,1 min - contadas - cpAr
409,0.0,1 min - contadas - cpAr
410,0.0,1 min - contadas - cpAr
411,0.0,1 min - contadas - cpAr
412,0.0,1 min - contadas - cpAr
413,0.0,1 min - contadas - cpAr
414,0.0,1 min - contadas - cpAr
415,0.0,1 min - contadas - cpAr
416,0.0,1 min - contadas - cpAr
417,0.0,1 min - contadas - cpAr
418,0.0,1 min - contadas - cpAr
419,0.0,1 min - contadas - cpAr
420,0.0,1 min - contadas - cpAr
421,0.0,1 min - contadas - cpAr
422,0.0,1 min - contadas - cpAr
423,0.0,1 min - contadas - cpAr
424,0.0,1 min - contadas - cpAr
425,0.0,1 min - contadas - cpAr
426,0.0,1 min - contadas - cpAr
427,0.0,1 min - contadas - cpAr
428,0.0,1 min - contadas - cpAr
429,0.0,1 min - contadas - cpAr
430,0.0,1 min - contadas - cpAr
431,0.0,1 min - contadas - cpAr
432,0.0,1 min - contadas - cpAr
433,0.0,1 min - contadas - cpAr
434,0.0,1 min - contadas - cpAr
435,0.0,1 min - contadas - cpAr
436,0.0,1 min - contadas - cpAr
437,0.0,1 min - contadas - cpAr
438,0.0,1 min - contadas - cpAr
439,0.0,1 min - contadas - cpAr
440,0.0,1 min - contadas - cpAr
441,0.0,1 min - contadas - cpAr
442,0.0,1 min - contadas - cpAr
443,0.0,1 min - contadas - cpAr
444,0.0,1 min - contadas - cpAr
445,0.0,1 min - contadas - cpAr
446,0.0,1 min - contadas - cpAr
447,0.0,1 min - contadas - cpAr
448,0.0,1 min - contadas - cpAr
449,0.0,1 min - contadas - cpAr
450,0.0,1 min - contadas - cpAr
451,0.0,1 min - contadas - cpAr
452,0.0,1 min - contadas - cpAr
453,0.0,1 min - contadas - cpAr
454,0.0,1 min - contadas - cpAr
455,0.0,1 min - contadas - cpAr
456,0.0,1 min - contadas - cpAr
457,0.0,1 min - contadas - cpAr
458,0.0,1 min - contadas - cpAr
459,0.0,1 min - contadas - cpAr
460,0.0,1 min - contadas - cpAr
461,0.0,1 min - contadas - cpAr
462,0.0,1 min - contadas - cpAr
463,0.0,1 min - contadas - cpAr
464,0.0,1 min - contadas - cpAr
465,0.0,1 min - contadas - cpAr
466,0.0,1 min - contadas - cpAr
467,0.0,1 min - contadas - cpAr
468,0.0,1 min - contadas - cpAr
469,0.0,1 min - contadas - cpAr
470,0.0,1 min - contadas - cpAr
471,0.0,1 min - contadas - cpAr
472,0.0,1 min - contadas - cpAr
473,0.0,1 min - contadas - cpAr
474,0.0,1 min - contadas - cpAr
475,0.0,1 min - contadas - cpAr
476,0.0,1 min - contadas - cpAr
477,0.0,1 min - contadas - cpAr
478,0.0,1 min - contadas - cpAr
479,0.0,1 min - contadas - cpAr
480,0.0,1 min - contadas - cpAr
481,0.0,1 min - contadas - cpAr
482,0.0,1 min - contadas - cpAr
483,0.0,1 min - contadas - cpAr
484,0.0,1 min - contadas - cpAr
485,0.0,1 min - contadas - cpAr
486,0.0,1 min - contadas - cpAr
487,0.0,1 min - contadas - cpAr
488,0.0,1 min - contadas - cpAr
489,0.0,1 min - contadas - cpAr
490,0.0,1 min - contadas - cpAr
491,0.0,1 min - contadas - cpAr
492,0.0,1 min - contadas - cpAr
493,0.0,1 min - contadas - cpAr
494,0.0,1 min - contadas - cpAr
495,0.0,1 min - contadas - cpAr
496,0.0,1 min - contadas - cpAr
497,0.0,1 min - contadas - cpAr
498,0.0,1 min - contadas - cpAr
499,0.0,1 min - contadas - cpAr
500,0.0,1 min - contadas - cpAr
501,0.0,1 min - contadas - cpAr
502,0.0,1 min - contadas - cpAr
503,0.0,1 min - contadas - cpAr
504,0.0,1 min - contadas - cpAr
505,0.0,1 min - contadas - cpAr
506,0.0,1 min - contadas - cpAr
507,0.0,1 min - contadas - cpAr
508,0.0,1 min - contadas - cpAr
509,0.0,1 min - contadas - cpAr
510,0.0,1 min - contadas - cpAr
511,0.0,1 min - contadas - cpAr
512,0.0,1 min - contadas - cpAr
513,0.0,1 min - contadas - cpAr
514,0.0,1 min - contadas - cpAr
515,0.0,1 min - contadas - cpAr
516,0.0,1 min - contadas - cpAr
517,0.0,1 min - contadas - cpAr
518,0.0,1 min - contadas - cpAr
519,0.0,1 min - contadas - cpAr
520,0.0,1 min - contadas - cpAr
521,0.0,1 min - contadas - cpAr
522,0.0,1 min - contadas - cpAr
523,0.0,1 min - contadas - cpAr
524,0.0,1 min - contadas - cpAr
525,0.0,1 min - contadas - cpAr
526,0.0,1 min - contadas - cpAr
527,0.0,1 min - contadas - cpAr
528,0.0,1 min - contadas - cpAr
529,0.0,1 min - contadas - cpAr
530,0.0,1 min - contadas - cpAr
531,0.0,1 min - contadas - cpAr
532,0.0,1 min - contadas - cpAr
533,0.0,1 min - contadas - cpAr
534,0.0,1 min - contadas - cpAr
535,0.0,1 min - contadas - cpAr
536,0.0,1 min - contadas - cpAr
537,0.0,1 min - contadas - cpAr
538,0.0,1 min - contadas - cpAr
539,0.0,1 min - contadas - cpAr
540,0.0,1 min - contadas - cpAr
541,0.0,1 min - contadas - cpAr
542,0.0,1 min - contadas - cpAr
543,0.0,1 min - contadas - cpAr
544,0.0,1 min - contadas - cpAr
545,0.0,1 min - contadas - cpAr
546,0.0,1 min - contadas - cpAr
547,0.0,1 min - contadas - cpAr
548,0.0,1 min - contadas - cpAr
549,0.0,1 min - contadas - cpAr
550,0.0,1 min - contadas - cpAr
551,0.0,1 min - contadas - cpAr
552,0.0,1 min - contadas - cpAr
0,-8.707711,1 min   contadas
1,-8.872911,1 min   contadas
2,-8.848969,1 min   contadas
3,-8.930372,1 min   contadas
4,-8.746018,1 min   contadas
5,-8.937555,1 min   contadas
6,-8.963891,1 min   contadas
7,-8.789114,1 min   contadas
8,-8.944737,1 min   contadas
9,-8.796297,1 min   contadas
10,-8.889671,1 min   contadas
11,-8.848969,1 min   contadas
12,-8.724471,1 min   contadas
13,-8.832211,1 min   contadas
14,-8.839393,1 min   contadas
15,-8.925584,1 min   contadas
16,-8.836999,1 min   contadas
17,-9.006987,1 min   contadas
18,-8.676587,1 min   contadas
19,-8.884883,1 min   contadas
20,-8.74123,1 min   contadas
21,-8.798691,1 min   contadas
22,-8.652645,1 min   contadas
23,-8.817844,1 min   contadas
24,-8.626308,1 min   contadas
25,-8.947132,1 min   contadas
26,-8.693346,1 min   contadas
27,-8.887277,1 min   contadas
28,-8.880095,1 min   contadas
29,-8.860941,1 min   contadas
30,-8.868123,1 min   contadas
31,-8.889671,1 min   contadas
32,-8.738836,1 min   contadas
33,-8.810662,1 min   contadas
34,-8.882488,1 min   contadas
35,-8.820239,1 min   contadas
36,-8.947132,1 min   contadas
37,-8.848969,1 min   contadas
38,-9.030929,1 min   contadas
39,-9.064447,1 min   contadas
40,-8.980651,1 min   contadas
41,-8.963891,1 min   contadas
42,-8.7125,1 min   contadas
43,-8.844181,1 min   contadas
44,-9.241618,1 min   contadas
45,-9.148245,1 min   contadas
46,-9.136273,1 min   contadas
47,-8.341399,1 min   contadas
48,-8.889671,1 min   contadas
49,-8.480263,1 min   contadas
50,-8.640674,1 min   contadas
51,-8.590396,1 min   contadas
52,-9.052477,1 min   contadas
53,-9.258378,1 min   contadas
54,0.0,1 min   contadas
55,0.0,1 min   contadas
56,0.0,1 min   contadas
57,0.0,1 min   contadas
58,0.0,1 min   contadas
59,0.0,1 min   contadas
60,0.0,1 min   contadas
61,0.0,1 min   contadas
62,0.0,1 min   contadas
63,0.0,1 min   contadas
64,0.0,1 min   contadas
65,0.0,1 min   contadas
66,0.0,1 min   contadas
67,0.0,1 min   contadas
68,0.0,1 min   contadas
69,0.0,1 min   contadas
70,0.0,1 min   contadas
71,0.0,1 min   contadas
72,0.0,1 min   contadas
73,0.0,1 min   contadas
74,0.0,1 min   contadas
75,0.0,1 min   contadas
76,0.0,1 min   contadas
77,0.0,1 min   contadas
78,0.0,1 min   contadas
79,0.0,1 min   contadas
80,0.0,1 min   contadas
81,0.0,1 min   contadas
82,0.0,1 min   contadas
83,0.0,1 min   contadas
84,0.0,1 min   contadas
85,0.0,1 min   contadas
86,0.0,1 min   contadas
87,0.0,1 min   contadas
88,0.0,1 min   contadas
89,0.0,1 min   contadas
90,0.0,1 min   contadas
91,0.0,1 min   contadas
92,0.0,1 min   contadas
93,0.0,1 min   contadas
94,0.0,1 min   contadas
95,0.0,1 min   contadas
96,0.0,1 min   contadas
97,0.0,1 min   contadas
98,0.0,1 min   contadas
99,0.0,1 min   contadas
100,0.0,1 min   contadas
101,0.0,1 min   contadas
102,0.0,1 min   contadas
103,0.0,1 min   contadas
104,0.0,1 min   contadas
105,0.0,1 min   contadas
106,0.0,1 min   contadas
107,0.0,1 min   contadas
108,0.0,1 min   contadas
109,0.0,1 min   contadas
110,0.0,1 min   contadas
111,0.0,1 min   contadas
112,0.0,1 min   contadas
113,0.0,1 min   contadas
114,0.0,1 min   contadas
115,0.0,1 min   contadas
116,0.0,1 min   contadas
117,0.0,1 min   contadas
118,0.0,1 min   contadas
119,0.0,1 min   contadas
120,0.0,1 min   contadas
121,0.0,1 min   contadas
122,0.0,1 min   contadas
123,0.0,1 min   contadas
124,0.0,1 min   contadas
125,0.0,1 min   contadas
126,0.0,1 min   contadas
127,0.0,1 min   contadas
128,0.0,1 min   contadas
129,0.0,1 min   contadas
130,0.0,1 min   contadas
131,0.0,1 min   contadas
132,0.0,1 min   contadas
133,0.0,1 min   contadas
134,0.0,1 min   contadas
135,0.0,1 min   contadas
136,0.0,1 min   contadas
137,0.0,1 min   contadas
138,0.0,1 min   contadas
139,0.0,1 min   contadas
140,0.0,1 min   contadas
141,0.0,1 min   contadas
142,0.0,1 min   contadas
143,0.0,1 min   contadas
144,0.0,1 min   contadas
145,0.0,1 min   contadas
146,0.0,1 min   contadas
147,0.0,1 min   contadas
148,0.0,1 min   contadas
149,0.0,1 min   contadas
150,0.0,1 min   contadas
151,0.0,1 min   contadas
152,0.0,1 min   contadas
153,0.0,1 min   contadas
154,0.0,1 min   contadas
155,0.0,1 min   contadas
156,0.0,1 min   contadas
157,0.0,1 min   contadas
158,0.0,1 min   contadas
159,0.0,1 min   contadas
160,0.0,1 min   contadas
161,0.0,1 min   contadas
162,0.0,1 min   contadas
163,0.0,1 min   contadas
164,0.0,1 min   contadas
165,0.0,1 min   contadas
166,0.0,1 min   contadas
167,0.0,1 min   contadas
168,0.0,1 min   contadas
169,0.0,1 min   contadas
170,0.0,1 min   contadas
